x, y, f(x, y)
-1.000000,-1.000000,-0.004594
-1.000000,-0.980000,-0.006419
-1.000000,-0.960000,-0.008125
-1.000000,-0.939000,-0.009761
-1.000000,-0.919000,-0.011145
-1.000000,-0.899000,-0.012337
-1.000000,-0.879000,-0.013317
-1.000000,-0.859000,-0.014071
-1.000000,-0.838000,-0.014606
-1.000000,-0.818000,-0.014862
-1.000000,-0.798000,-0.014867
-1.000000,-0.778000,-0.014622
-1.000000,-0.758000,-0.014129
-1.000000,-0.737000,-0.013355
-1.000000,-0.717000,-0.012384
-1.000000,-0.697000,-0.011201
-1.000000,-0.677000,-0.009825
-1.000000,-0.657000,-0.008278
-1.000000,-0.636000,-0.006495
-1.000000,-0.616000,-0.004675
-1.000000,-0.596000,-0.002765
-1.000000,-0.576000,-0.000794
-1.000000,-0.556000,0.001205
-1.000000,-0.535000,0.003301
-1.000000,-0.515000,0.005262
-1.000000,-0.495000,0.007156
-1.000000,-0.475000,0.008954
-1.000000,-0.455000,0.010627
-1.000000,-0.434000,0.012221
-1.000000,-0.414000,0.013558
-1.000000,-0.394000,0.014698
-1.000000,-0.374000,0.015624
-1.000000,-0.354000,0.016319
-1.000000,-0.333000,0.016789
-1.000000,-0.313000,0.016983
-1.000000,-0.293000,0.016926
-1.000000,-0.273000,0.016618
-1.000000,-0.253000,0.016065
-1.000000,-0.232000,0.015229
-1.000000,-0.212000,0.014203
-1.000000,-0.192000,0.012971
-1.000000,-0.172000,0.011550
-1.000000,-0.152000,0.009963
-1.000000,-0.131000,0.008147
-1.000000,-0.111000,0.006301
-1.000000,-0.091000,0.004373
-1.000000,-0.071000,0.002392
-1.000000,-0.051000,0.000390
-1.000000,-0.030000,-0.001700
-1.000000,-0.010000,-0.003647
-1.000000,0.010000,-0.005519
-1.000000,0.030000,-0.007289
-1.000000,0.051000,-0.009004
-1.000000,0.071000,-0.010476
-1.000000,0.091000,-0.011766
-1.000000,0.111000,-0.012854
-1.000000,0.131000,-0.013723
-1.000000,0.152000,-0.014385
-1.000000,0.172000,-0.014765
-1.000000,0.192000,-0.014896
-1.000000,0.212000,-0.014776
-1.000000,0.232000,-0.014406
-1.000000,0.253000,-0.013756
-1.000000,0.273000,-0.012897
-1.000000,0.293000,-0.011818
-1.000000,0.313000,-0.010536
-1.000000,0.333000,-0.009071
-1.000000,0.354000,-0.007362
-1.000000,0.374000,-0.005598
-1.000000,0.394000,-0.003729
-1.000000,0.414000,-0.001785
-1.000000,0.434000,0.000204
-1.000000,0.455000,0.002306
-1.000000,0.475000,0.004288
-1.000000,0.495000,0.006219
-1.000000,0.515000,0.008069
-1.000000,0.535000,0.009808
-1.000000,0.556000,0.011484
-1.000000,0.576000,0.012913
-1.000000,0.596000,0.014154
-1.000000,0.616000,0.015189
-1.000000,0.636000,0.016001
-1.000000,0.657000,0.016599
-1.000000,0.677000,0.016918
-1.000000,0.697000,0.016986
-1.000000,0.717000,0.016803
-1.000000,0.737000,0.016371
-1.000000,0.758000,0.015659
-1.000000,0.778000,0.014743
-1.000000,0.798000,0.013612
-1.000000,0.818000,0.012282
-1.000000,0.838000,0.010776
-1.000000,0.859000,0.009029
-1.000000,0.879000,0.007236
-1.000000,0.899000,0.005346
-1.000000,0.919000,0.003387
-1.000000,0.939000,0.001392
-1.000000,0.960000,-0.000708
-1.000000,0.980000,-0.002681
-1.000000,1.000000,-0.004594
-0.980000,-1.000000,-0.006553
-0.980000,-0.980000,-0.009221
-0.980000,-0.960000,-0.011727
-0.980000,-0.939000,-0.014141
-0.980000,-0.919000,-0.016196
-0.980000,-0.899000,-0.017978
-0.980000,-0.879000,-0.019461
-0.980000,-0.859000,-0.020621
-0.980000,-0.838000,-0.021470
-0.980000,-0.818000,-0.021916
-0.980000,-0.798000,-0.021999
-0.980000,-0.778000,-0.021720
-0.980000,-0.758000,-0.021081
-0.980000,-0.737000,-0.020035
-0.980000,-0.717000,-0.018699
-0.980000,-0.697000,-0.017050
-0.980000,-0.677000,-0.015117
-0.980000,-0.657000,-0.012929
-0.980000,-0.636000,-0.010395
-0.980000,-0.616000,-0.007797
-0.980000,-0.596000,-0.005059
